0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
9236.0,9.13097243659261,2000.0,11.0,24.0,4.0,55.0,5.0,8.0,308.0,0.8660254037844386,0.5000000000000001,4.0,329.0,2.6390573296152584
9236.0,9.13097243659261,2000.0,11.0,24.0,21.0,43.0,22.0,12.0,1332.0,-0.7071067811865477,0.7071067811865474,4.0,329.0,2.6390573296152584
9240.0,9.13097243659261,2000.0,11.0,25.0,18.0,33.0,18.0,55.0,1135.0,-1.0,-1.8369701987210294e-16,4.0,330.0,2.6390573296152584
9240.0,9.13140538388804,2000.0,11.0,25.0,0.0,59.0,2.0,1.0,121.0,0.0,1.0,4.0,330.0,1.3862943611198906
9236.0,9.13097243659261,2000.0,11.0,25.0,18.0,33.0,18.0,55.0,1135.0,-1.0,-1.8369701987210294e-16,4.0,330.0,2.6390573296152584
9236.0,9.13140538388804,2000.0,11.0,25.0,0.0,59.0,2.0,1.0,121.0,0.0,1.0,4.0,330.0,1.3862943611198906
9236.0,9.13097243659261,2000.0,11.0,25.0,18.0,33.0,18.0,55.0,1135.0,-1.0,-1.8369701987210294e-16,4.0,330.0,2.6390573296152584
9236.0,9.13140538388804,2000.0,11.0,25.0,0.0,59.0,2.0,1.0,121.0,0.0,1.0,4.0,330.0,1.3862943611198906
9236.0,9.13097243659261,2000.0,11.0,26.0,16.0,34.0,16.0,56.0,1016.0,-0.8660254037844385,-0.5000000000000004,4.0,331.0,2.6390573296152584
9313.0,9.139273923542325,2001.0,1.0,20.0,21.0,6.0,21.0,32.0,1292.0,-0.7071067811865477,0.7071067811865474,1.0,20.0,1.0986122886681098
9313.0,9.139273923542325,2001.0,1.0,20.0,21.0,6.0,21.0,32.0,1292.0,-0.7071067811865477,0.7071067811865474,1.0,20.0,1.0986122886681098
9368.0,9.145161645951188,2001.0,3.0,10.0,4.0,0.0,4.0,7.0,247.0,0.8660254037844386,0.5000000000000001,1.0,69.0,0.6931471805599453
9393.0,9.14782646658694,2001.0,3.0,29.0,9.0,57.0,10.0,32.0,632.0,0.7071067811865476,-0.7071067811865475,1.0,88.0,2.079441541679836
9393.0,9.14782646658694,2001.0,4.0,2.0,21.0,32.0,22.0,3.0,1323.0,-0.7071067811865477,0.7071067811865474,2.0,92.0,2.079441541679836
9393.0,9.14782646658694,2001.0,4.0,2.0,10.0,4.0,10.0,20.0,620.0,0.4999999999999999,-0.8660254037844387,2.0,92.0,2.079441541679836
9393.0,9.14782646658694,2001.0,4.0,2.0,10.0,58.0,12.0,5.0,725.0,0.4999999999999999,-0.8660254037844387,2.0,92.0,2.079441541679836
9393.0,9.14782646658694,2001.0,4.0,2.0,21.0,32.0,22.0,3.0,1323.0,-0.7071067811865477,0.7071067811865474,2.0,92.0,2.079441541679836
9393.0,9.14782646658694,2001.0,4.0,2.0,10.0,4.0,10.0,20.0,620.0,0.4999999999999999,-0.8660254037844387,2.0,92.0,2.079441541679836
9393.0,9.14782646658694,2001.0,4.0,2.0,10.0,58.0,12.0,5.0,725.0,0.4999999999999999,-0.8660254037844387,2.0,92.0,2.079441541679836
9415.0,9.150165648940114,2001.0,4.0,3.0,3.0,25.0,4.0,55.0,295.0,0.7071067811865476,0.7071067811865476,2.0,93.0,1.9459101490553128
9393.0,9.1503780308035,2001.0,4.0,5.0,8.0,37.0,9.0,54.0,594.0,0.8660254037844387,-0.4999999999999998,2.0,95.0,0.6931471805599453
9415.0,9.150165648940114,2001.0,4.0,6.0,19.0,10.0,19.0,31.0,1171.0,-0.9659258262890684,0.2588190451025203,2.0,96.0,1.9459101490553128
9415.0,9.150165648940114,2001.0,4.0,9.0,15.0,20.0,16.0,0.0,960.0,-0.7071067811865471,-0.7071067811865479,2.0,99.0,1.9459101490553128
9415.0,9.150165648940114,2001.0,4.0,10.0,5.0,6.0,5.0,42.0,342.0,0.9659258262890684,0.2588190451025207,2.0,100.0,1.9459101490553128
9415.0,9.150165648940114,2001.0,4.0,12.0,9.0,39.0,10.0,49.0,649.0,0.7071067811865476,-0.7071067811865475,2.0,102.0,1.9459101490553128
9415.0,9.150165648940114,2001.0,4.0,15.0,13.0,19.0,13.0,55.0,835.0,-0.2588190451025208,-0.9659258262890684,2.0,105.0,1.9459101490553128
9433.0,9.152075463844207,2001.0,4.0,26.0,11.0,26.0,13.0,19.0,799.0,0.258819045102521,-0.9659258262890682,2.0,116.0,0.6931471805599453
9502.0,9.159362817211315,2001.0,6.0,15.0,10.0,1.0,10.0,20.0,620.0,0.4999999999999999,-0.8660254037844387,2.0,166.0,1.0986122886681098
8040.0,9.159362817211315,2001.0,6.0,15.0,10.0,1.0,10.0,20.0,620.0,0.4999999999999999,-0.8660254037844387,2.0,166.0,1.0986122886681098
9591.0,9.16868469670735,2001.0,8.0,25.0,16.0,23.0,17.0,4.0,1024.0,-0.8660254037844385,-0.5000000000000004,3.0,237.0,0.6931471805599453
9616.0,9.170455438277267,2001.0,9.0,16.0,3.0,39.0,4.0,18.0,258.0,0.7071067811865476,0.7071067811865476,3.0,259.0,1.0986122886681098
9616.0,9.170455438277267,2001.0,9.0,17.0,15.0,44.0,15.0,54.0,954.0,-0.7071067811865471,-0.7071067811865479,3.0,260.0,1.0986122886681098
9632.0,9.172949982757624,2001.0,9.0,24.0,9.0,32.0,11.0,9.0,669.0,0.7071067811865476,-0.7071067811865475,3.0,267.0,0.6931471805599453
9628.0,9.172534657240284,2001.0,10.0,1.0,4.0,41.0,5.0,23.0,323.0,0.8660254037844386,0.5000000000000001,4.0,274.0,0.6931471805599453
9661.0,9.175955945114351,2001.0,10.0,19.0,0.0,47.0,1.0,13.0,73.0,0.0,1.0,4.0,292.0,1.6094379124341005
9661.0,9.175955945114351,2001.0,10.0,19.0,16.0,13.0,16.0,43.0,1003.0,-0.8660254037844385,-0.5000000000000004,4.0,292.0,1.6094379124341005
9661.0,9.175645402179295,2001.0,10.0,19.0,9.0,35.0,9.0,55.0,595.0,0.7071067811865476,-0.7071067811865475,4.0,292.0,1.0986122886681098
9661.0,9.175955945114351,2001.0,10.0,19.0,0.0,47.0,1.0,13.0,73.0,0.0,1.0,4.0,292.0,1.6094379124341005
9661.0,9.175955945114351,2001.0,10.0,19.0,16.0,13.0,16.0,43.0,1003.0,-0.8660254037844385,-0.5000000000000004,4.0,292.0,1.6094379124341005
9661.0,9.175645402179295,2001.0,10.0,19.0,9.0,35.0,9.0,55.0,595.0,0.7071067811865476,-0.7071067811865475,4.0,292.0,1.0986122886681098
9672.0,9.177093778182549,2001.0,10.0,22.0,17.0,44.0,18.0,14.0,1094.0,-0.9659258262890684,-0.2588190451025206,4.0,295.0,1.3862943611198906
9672.0,9.177093778182549,2001.0,10.0,22.0,14.0,27.0,15.0,31.0,931.0,-0.4999999999999997,-0.8660254037844388,4.0,295.0,1.3862943611198906
9672.0,9.177093778182549,2001.0,10.0,25.0,14.0,42.0,15.0,28.0,928.0,-0.4999999999999997,-0.8660254037844388,4.0,298.0,1.3862943611198906
9684.0,9.178333575841096,2001.0,11.0,4.0,16.0,3.0,16.0,57.0,1017.0,-0.8660254037844385,-0.5000000000000004,4.0,308.0,0.6931471805599453
9698.0,9.18039649560311,2001.0,11.0,22.0,22.0,32.0,0.0,6.0,6.0,-0.5000000000000004,0.8660254037844384,4.0,326.0,1.0986122886681098
9704.0,9.18039649560311,2001.0,11.0,22.0,22.0,32.0,0.0,6.0,6.0,-0.5000000000000004,0.8660254037844384,4.0,326.0,1.0986122886681098
9727.0,9.1833801903934,2001.0,12.0,11.0,7.0,58.0,8.0,14.0,494.0,0.9659258262890684,-0.2588190451025206,4.0,345.0,0.6931471805599453
9742.0,9.184304357425342,2001.0,12.0,26.0,4.0,32.0,6.0,47.0,407.0,0.8660254037844386,0.5000000000000001,4.0,360.0,0.6931471805599453
9756.0,9.18686701579054,2001.0,12.0,28.0,20.0,2.0,21.0,32.0,1292.0,-0.8660254037844386,0.5000000000000001,4.0,362.0,0.6931471805599453
9742.0,9.184919994629272,2001.0,12.0,29.0,9.0,38.0,10.0,6.0,606.0,0.7071067811865476,-0.7071067811865475,4.0,363.0,0.6931471805599453
9772.0,8.182279739259018,2002.0,1.0,14.0,5.0,29.0,8.0,25.0,505.0,0.9659258262890684,0.2588190451025207,1.0,14.0,3.4339872044851463
9825.0,8.182279739259018,2002.0,2.0,21.0,11.0,56.0,12.0,36.0,756.0,0.258819045102521,-0.9659258262890682,1.0,52.0,3.4339872044851463
9871.0,9.197457746145169,2002.0,3.0,17.0,19.0,24.0,19.0,34.0,1174.0,-0.9659258262890684,0.2588190451025203,1.0,76.0,0.6931471805599453
9893.0,9.199683791787654,2002.0,4.0,10.0,12.0,23.0,12.0,40.0,760.0,1.2246467991473532e-16,-1.0,2.0,100.0,1.0986122886681098
9906.0,9.199683791787654,2002.0,4.0,15.0,23.0,34.0,0.0,25.0,25.0,-0.2588190451025215,0.965925826289068,2.0,105.0,1.0986122886681098
9906.0,9.20099685697303,2002.0,4.0,21.0,0.0,43.0,2.0,38.0,158.0,0.0,1.0,2.0,111.0,0.6931471805599453
10030.0,3.4339872044851463,2002.0,7.0,15.0,19.0,59.0,20.0,14.0,1214.0,-0.9659258262890684,0.2588190451025203,3.0,196.0,1.6094379124341005
10030.0,3.4339872044851463,2002.0,7.0,17.0,6.0,58.0,7.0,19.0,439.0,1.0,6.123233995736766e-17,3.0,198.0,1.6094379124341005
10030.0,3.4339872044851463,2002.0,7.0,18.0,7.0,24.0,7.0,49.0,469.0,0.9659258262890684,-0.2588190451025206,3.0,199.0,1.6094379124341005
10036.0,3.4339872044851463,2002.0,7.0,18.0,7.0,24.0,7.0,49.0,469.0,0.9659258262890684,-0.2588190451025206,3.0,199.0,1.6094379124341005
10039.0,3.688879454113936,2002.0,7.0,20.0,21.0,4.0,21.0,54.0,1314.0,-0.7071067811865477,0.7071067811865474,3.0,201.0,1.3862943611198906
10039.0,3.688879454113936,2002.0,7.0,23.0,0.0,18.0,0.0,47.0,47.0,0.0,1.0,3.0,204.0,1.3862943611198906
10039.0,3.80666248977032,2002.0,7.0,26.0,20.0,51.0,21.0,29.0,1289.0,-0.8660254037844386,0.5000000000000001,3.0,207.0,1.3862943611198906
10039.0,8.182279739259018,2002.0,7.0,26.0,22.0,3.0,22.0,32.0,1352.0,-0.5000000000000004,0.8660254037844384,3.0,207.0,3.4339872044851463
10039.0,3.80666248977032,2002.0,7.0,26.0,0.0,4.0,0.0,16.0,16.0,0.0,1.0,3.0,207.0,1.3862943611198906
10039.0,3.80666248977032,2002.0,7.0,26.0,22.0,36.0,22.0,41.0,1361.0,-0.5000000000000004,0.8660254037844384,3.0,207.0,1.3862943611198906
8040.0,8.182279739259018,2002.0,7.0,29.0,2.0,29.0,2.0,46.0,166.0,0.4999999999999999,0.8660254037844387,3.0,210.0,3.4339872044851463
8040.0,8.182279739259018,2002.0,7.0,29.0,10.0,27.0,11.0,13.0,673.0,0.4999999999999999,-0.8660254037844387,3.0,210.0,3.4339872044851463
10039.0,3.688879454113936,2002.0,8.0,3.0,18.0,59.0,19.0,11.0,1151.0,-1.0,-1.8369701987210294e-16,3.0,215.0,1.3862943611198906
10061.0,4.248495242049359,2002.0,8.0,16.0,11.0,32.0,13.0,7.0,787.0,0.258819045102521,-0.9659258262890682,3.0,228.0,1.6094379124341005
10069.0,4.248495242049359,2002.0,8.0,16.0,11.0,32.0,13.0,7.0,787.0,0.258819045102521,-0.9659258262890682,3.0,228.0,1.6094379124341005
10069.0,4.248495242049359,2002.0,8.0,22.0,1.0,47.0,2.0,5.0,125.0,0.2588190451025207,0.9659258262890684,3.0,234.0,1.6094379124341005
10069.0,4.248495242049359,2002.0,8.0,24.0,0.0,49.0,1.0,31.0,91.0,0.0,1.0,3.0,236.0,1.6094379124341005
10180.0,5.198497031265826,2002.0,11.0,9.0,13.0,8.0,13.0,36.0,816.0,-0.2588190451025208,-0.9659258262890684,4.0,313.0,0.6931471805599453
10314.0,5.752572638825633,2003.0,3.0,18.0,11.0,51.0,12.0,20.0,740.0,0.258819045102521,-0.9659258262890682,1.0,77.0,1.3862943611198906
8040.0,5.752572638825633,2003.0,3.0,18.0,11.0,51.0,12.0,20.0,740.0,0.258819045102521,-0.9659258262890682,1.0,77.0,1.3862943611198906
8040.0,5.752572638825633,2003.0,3.0,19.0,9.0,34.0,10.0,0.0,600.0,0.7071067811865476,-0.7071067811865475,1.0,78.0,1.3862943611198906
10365.0,5.902633333401366,2003.0,5.0,27.0,22.0,56.0,23.0,13.0,1393.0,-0.5000000000000004,0.8660254037844384,2.0,147.0,1.6094379124341005
10365.0,5.902633333401366,2003.0,5.0,28.0,0.0,17.0,0.0,39.0,39.0,0.0,1.0,2.0,148.0,1.6094379124341005
10365.0,5.902633333401366,2003.0,5.0,29.0,0.0,51.0,1.0,12.0,72.0,0.0,1.0,2.0,149.0,1.6094379124341005
10365.0,5.902633333401366,2003.0,5.0,31.0,2.0,13.0,2.0,40.0,160.0,0.4999999999999999,0.8660254037844387,2.0,151.0,1.6094379124341005
10386.0,5.958424693029782,2003.0,6.0,17.0,22.0,27.0,23.0,12.0,1392.0,-0.5000000000000004,0.8660254037844384,2.0,168.0,0.6931471805599453
10486.0,6.18826412308259,2003.0,10.0,26.0,5.0,57.0,7.0,33.0,453.0,0.9659258262890684,0.2588190451025207,4.0,299.0,2.302585092994046
10486.0,6.184148890937483,2003.0,10.0,26.0,17.0,21.0,19.0,21.0,1161.0,-0.9659258262890684,-0.2588190451025206,4.0,299.0,1.6094379124341005
10486.0,6.184148890937483,2003.0,10.0,26.0,21.0,34.0,21.0,48.0,1308.0,-0.7071067811865477,0.7071067811865474,4.0,299.0,1.6094379124341005
10484.0,6.18826412308259,2003.0,10.0,26.0,5.0,57.0,7.0,33.0,453.0,0.9659258262890684,0.2588190451025207,4.0,299.0,2.302585092994046
10484.0,6.184148890937483,2003.0,10.0,26.0,17.0,21.0,19.0,21.0,1161.0,-0.9659258262890684,-0.2588190451025206,4.0,299.0,1.6094379124341005
10484.0,6.184148890937483,2003.0,10.0,26.0,21.0,34.0,21.0,48.0,1308.0,-0.7071067811865477,0.7071067811865474,4.0,299.0,1.6094379124341005
10486.0,6.18826412308259,2003.0,10.0,28.0,9.0,51.0,11.0,24.0,684.0,0.7071067811865476,-0.7071067811865475,4.0,301.0,2.302585092994046
10486.0,6.18826412308259,2003.0,10.0,29.0,20.0,37.0,21.0,1.0,1261.0,-0.8660254037844386,0.5000000000000001,4.0,302.0,2.302585092994046
